,language,countries,endangerment,speakers,latitude,longitude
1062,Karajá,Brazil,Vulnerable,1500,-11.0921,-50.3393
1063,Karelian (Tikhvin),Russian Federation,Severely endangered,1500,59.601,33.3544
1064,Kendem,Cameroon,Severely endangered,1500,5.7061,9.6377
1065,Khamba,"China, India",Definitely endangered,1500,29.0105,94.7653
1066,Lishpa,India,Definitely endangered,1500,27.3327,92.384
1067,Mayoruna (Brazil),Brazil,Vulnerable,1500,-3.3379,-64.8413
1068,Mescalero-Chiricahua Apache (New Mexico),United States of America,Definitely endangered,1500,33.1514,-105.7942
1069,Numao Bunu,China,Definitely endangered,1500,24.3902,107.2701
1070,Orang Seletar,Malaysia,Severely endangered,1500,1.3387,103.464
1071,Palenque Creole,Colombia,Definitely endangered,1500,10.0952,-75.1142
1072,Pong,Lao People's Democratic Republic,Definitely endangered,1500,18.4666,105.05
1073,Pyuma,China,Vulnerable,1500,22.8027,121.0748
1074,Saaroa,China,Critically endangered,1500,23.1283,120.7062
1075,Saluan,Indonesia,Vulnerable,1500,-0.8129,122.871
1076,Semaq Beri,Malaysia,Critically endangered,1500,4.0012,102.8443
1077,Talodi,Sudan,Critically endangered,1500,10.6902,30.3964
1078,Wayana (Suriname),Suriname,Vulnerable,1500,2.7455,-54.58
1079,Wik Mungkan,Australia,Vulnerable,1500,-12.9403,141.9873
1080,Natsilingmiutut,Canada,Vulnerable,1455,68.643,-95.8863
1081,Movima,Bolivia (Plurinational State of),Severely endangered,1452,-13.7954,-65.4345
1082,Ngombe,Central African Republic,Definitely endangered,1450,3.9492,15.2352
1083,Cinta Larga,Brazil,Vulnerable,1440,-11.4154,-59.7216
1084,Dupaninan Agta,Philippines,Vulnerable,1400,17.9682,122.0361
1085,Tese,Sudan,Critically endangered,1400,11.2161,29.8471
1086,Bororo,Brazil,Definitely endangered,1390,-15.5172,-53.1024
1087,Puluwat,Micronesia (Federated States of),Severely endangered,1364,7.5803,149.425
1088,Kanela Rankokamekra,Brazil,Vulnerable,1337,-6.075,-44.9121
1089,Saba,Chad,Definitely endangered,1335,11.1487,18.0175
1090,Kurripako (Brazil),Brazil,Vulnerable,1332,0.7001,-68.3789
1091,Triw,Lao People's Democratic Republic,Definitely endangered,1328,15.6833,107.2
1092,Guernsey French,United Kingdom of Great Britain and Northern Ireland,Severely endangered,1327,49.4502,-2.5927
1093,Paafang,Micronesia (Federated States of),Severely endangered,1318,7.6198,155.1571
1094,Chɨlɨng,Nepal,Definitely endangered,1314,26.9483,87.2527
1095,Zapotec of the Valleys north,Mexico,Severely endangered,1303,17.0666,-96.65
1096,Cypriot Arabic,Cyprus,Severely endangered,1300,35.3196,33.338
1097,Palikur (Brazil),Brazil,Vulnerable,1300,4.0396,-51.7236
1098,Sanenyo,India,Critically endangered,1300,7.9504,93.576
1099,Tecóatl Mazatec,Mexico,Vulnerable,1300,18.1653,-96.9124
1100,Xinka,Guatemala,Critically endangered,1283,14.3447,-90.2603
1101,Ozomatlán Totonac,Mexico,Critically endangered,1276,20.1766,-98.0527
1102,Kāgate,Nepal,Definitely endangered,1273,27.5449,86.2925
1103,Maxakali,Brazil,Vulnerable,1271,-16.5519,-40.3417
1104,Murik,Papua New Guinea,Vulnerable,1256,-3.8368,144.2807
1105,Pengo,India,Critically endangered,1254,19.0621,83.4851
1106,Marúbo,Brazil,Vulnerable,1252,-6.0968,-70.2246
1107,Aivilingmiutut,Canada,Vulnerable,1245,64.1657,-83.243
1108,Besme,Chad,Severely endangered,1228,9.6386,16.018
1109,Oirata,Indonesia,Definitely endangered,1221,-8.0755,127.1777
1110,Lohorung,Nepal,Severely endangered,1207,27.4266,87.2498
1111,Harakmbut,Peru,Definitely endangered,1206,-12.9403,-70.2685
1112,Buyang,China,Severely endangered,1200,23.4146,105.7632
1113,Dakka,Indonesia,Vulnerable,1200,-3.316,119.2071
1114,Mah Meri,Malaysia,Severely endangered,1200,2.836,101.4299
1115,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",Definitely endangered,1200,-23.1201,-62.7539
1116,Te'un (Seram Island),Indonesia,Definitely endangered,1200,-3.1843,128.9465
1117,Tsou,China,Vulnerable,1200,23.5174,120.8564
1118,Ujir,Indonesia,Definitely endangered,1200,-5.6105,134.2776
1119,White Gelao (China),China,Severely endangered,1200,26.4894,105.021
1120,Dakkang,Lao People's Democratic Republic,Definitely endangered,1198,15.6333,107.25
1121,Northern Algonquin,Canada,Vulnerable,1180,48.0616,-77.3521
1122,Akawaio (Brazil),Brazil,Vulnerable,1170,4.1711,-60.249
1123,Huehuetlán Mazatec,Mexico,Vulnerable,1169,18.1964,-96.9471
1124,Trio (Brazil),Brazil,Vulnerable,1156,1.7136,-55.2392
1125,Savo,Solomon Islands,Definitely endangered,1147,-9.1292,159.8071
1126,Tektitek,Guatemala,Definitely endangered,1144,15.3073,-92.0609
1127,Fwâi,New Caledonia (France),Vulnerable,1131,-20.7048,164.9034
1128,Waimirí-Atroarí,Brazil,Vulnerable,1120,-1.0985,-60.8203
1129,Guayabero,Colombia,Definitely endangered,1118,2.6028,-72.3999
1130,Fagauvea (Northern),New Caledonia (France),Vulnerable,1107,-20.4089,166.5444
1131,Fagauvea (Southern),New Caledonia (France),Vulnerable,1107,-20.7381,166.4126
1132,Fania,Chad,Severely endangered,1100,10.0581,18.3993
1133,Ubi,Chad,Severely endangered,1100,12.1534,18.6946
1134,Warnang,Sudan,Severely endangered,1100,10.6538,30.6298
1135,Itzá,Guatemala,Critically endangered,1094,16.9838,-89.899
1136,Mixtec of the southwest of Puebla,Mexico,Definitely endangered,1074,18.6333,-98.0666
1137,Lowland Chontal,Mexico,Critically endangered,1060,16.0286,-95.6683
1138,Koireng,India,Critically endangered,1056,24.2319,93.7463
1139,Chipaya,Bolivia (Plurinational State of),Definitely endangered,1050,-19.2074,-68.2031
1140,Mokilese,Micronesia (Federated States of),Critically endangered,1050,6.6864,159.7631
1141,Western Náhuatl,Mexico,Severely endangered,1041,18.3745,-103.3026
1142,Acatepec Mazatec,Mexico,Vulnerable,1038,18.1621,-96.8766
1143,Mixtec of Villa de Tututepec,Mexico,Definitely endangered,1019,16.1333,-97.6
1144,Toda,India,Critically endangered,1006,11.3184,76.8273
1145,Adabe,Timor-Leste,Vulnerable,1000,-8.2549,125.5737
1146,Alutor,Russian Federation,Severely endangered,1000,60.2016,165.4238
1147,Arapaho (Wyoming),United States of America,Severely endangered,1000,43.0139,-108.8214
1148,Beeke,Democratic Republic of the Congo,Severely endangered,1000,0.9997,28.7951
1149,Blackfoot (United States of America),United States of America,Definitely endangered,1000,48.5699,-113.0918
1150,Bohtan Neo-Aramaic,"Georgia, Russian Federation",Severely endangered,1000,41.5579,45.0219
1151,Bola,China,Definitely endangered,1000,25.0638,98.2414
1152,Bong'om,Kenya,Definitely endangered,1000,1.1315,35.0134
1153,Bora,"Colombia, Peru",Vulnerable,1000,-2.7455,-71.8835
1154,Central Siberian Yupik (St. Lawrence Island),United States of America,Definitely endangered,1000,63.7444,-171.7242
1155,Chali,Bhutan,Definitely endangered,1000,27.301,91.2991
1156,Cherokee (North Carolina),United States of America,Severely endangered,1000,35.113,-84.0588
1157,Cocama-Cocamilla (Peru),Peru,Severely endangered,1000,-4.8282,-74.2565
1158,Dair,Sudan,Severely endangered,1000,12.517,30.5914
1159,Dakpa,"Bhutan, India",Definitely endangered,1000,27.3937,91.8965
1160,Dampelas,Indonesia,Definitely endangered,1000,0.2005,119.8965
1161,Danaw,Myanmar,Critically endangered,1000,21.192,97.3937
1162,Ega,Côte d'Ivoire,Severely endangered,1000,5.8018,-5.4492
1163,El Hugeirat,Sudan,Severely endangered,1000,12.3131,28.4243
1164,Faghani,Solomon Islands,Vulnerable,1000,-10.4337,161.5979
1165,Fongoro,Chad,Severely endangered,1000,11.1029,22.7197
1166,Gambiri,Afghanistan,Severely endangered,1000,34.9017,70.9085
1167,Gongduk,Bhutan,Vulnerable,1000,27.086,91.2002
1168,Gorap,Indonesia,Definitely endangered,1000,2.1528,128.2516
1169,Guugu Yimidhirr,Australia,Vulnerable,1000,-14.8598,144.7338
1170,Gyem,Nigeria,Critically endangered,1000,10.3865,9.3122
1171,Habu,Timor-Leste,Vulnerable,1000,-8.7819,126.0021
1172,Hawaiian,United States of America,Critically endangered,1000,21.9226,-160.1147
1173,Hértevin,Turkey,Critically endangered,1000,37.9268,42.5473
1174,Hu,China,Definitely endangered,1000,22.1743,100.9264
1175,Hualapai,United States of America,Vulnerable,1000,35.5279,-113.4297
1176,Hung,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,1000,18.9062,105.05
1177,Inkhokvari,Russian Federation,Definitely endangered,1000,42.3981,46.0299
1178,Ishkashimi,Tajikistan,Severely endangered,1000,36.6915,71.7668
1179,Iyive,Cameroon,Severely endangered,1000,6.4354,9.5278
1180,Jiongnai Bunu,China,Definitely endangered,1000,23.3902,108.5135
1181,Kaande,Gabon,Severely endangered,1000,-0.1318,11.8103
1182,Kaco',Cambodia,Definitely endangered,1000,13.934,107.4222
1183,Kadu,Myanmar,Severely endangered,1000,24.2042,95.6332
1184,Kairui-Midiki,Timor-Leste,Vulnerable,1000,-8.7222,126.2878
1185,Kari,Democratic Republic of the Congo,Severely endangered,1000,4.8392,25.5432
1186,Kayabi,Brazil,Vulnerable,1000,-11.1972,-53.2342
1187,Khowa,India,Definitely endangered,1000,27.2546,92.5323
1188,Kodeoha,Indonesia,Vulnerable,1000,-3.4147,120.9155
1189,Kujarge,Chad,Definitely endangered,1000,11.749,22.2431
1190,Kukatja,Australia,Vulnerable,1000,-21.2074,126.4746
1191,Kuot,Papua New Guinea,Vulnerable,1000,-3.0692,151.5234
1192,Lokono (Suriname),"French Guiana (France), Suriname",Severely endangered,1000,5.6487,-55.1074
1193,Mahongwe,Gabon,Severely endangered,1000,1.0216,13.9031
1194,Manchurian Ölöt,China,Severely endangered,1000,48.1953,124.2993
1195,May,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,1000,18.0623,105.5786
1196,Mbara,Chad,Severely endangered,1000,10.8009,15.6335
1197,Mech,India,Severely endangered,1000,26.5688,89.1979
1198,Mòcheno,Italy,Definitely endangered,1000,46.1194,11.3258
1199,Naueti,Timor-Leste,Vulnerable,1000,-8.7357,126.7053
1200,North Greenlandic,Greenland (Kingdom of Denmark),Definitely endangered,1000,77.4815,-69.3511
1201,Ormuri,"Pakistan, Afghanistan",Definitely endangered,1000,32.518,69.783
1202,Paiter,Brazil,Vulnerable,1000,-11.1245,-61.3476
1203,Pareci,Brazil,Definitely endangered,1000,-14.3525,-58.0174
1204,Pasi,India,Definitely endangered,1000,28.1834,95.2651
1205,Resian,Italy,Definitely endangered,1000,46.3734,13.3058
1206,Sach,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,1000,17.78,105.7666
1207,Sake,Gabon,Severely endangered,1000,-0.0247,11.7691
1208,Saterlandic,Germany,Severely endangered,1000,53.1059,7.6787
1209,She,China,Critically endangered,1000,23.3333,115.2459
1210,Shumashti,Afghanistan,Severely endangered,1000,34.6108,70.7569
1211,Sighu,Gabon,Severely endangered,1000,-0.0549,13.5461
1212,Sobei,Indonesia,Definitely endangered,1000,-1.8632,138.7408
1213,Thavung (Laos),"Lao People's Democratic Republic, Thailand",Definitely endangered,1000,18.4666,104.6666
1214,Tirma,Sudan,Critically endangered,1000,6.4899,34.3212
1215,Tombelala,Indonesia,Vulnerable,1000,-2.5315,121.9454
1216,Toto,India,Critically endangered,1000,26.6867,89.5056
1217,Trio (Suriname),Suriname,Vulnerable,1000,2.1528,-56.3818
1218,Tum,Lao People's Democratic Republic,Definitely endangered,1000,18.7,105.05
1219,Tuotomb,Cameroon,Severely endangered,1000,4.4449,10.371
1220,Yatê,Brazil,Severely endangered,1000,-7.0136,-37.0458
1221,Zaiwa,"China, India",Definitely endangered,1000,28.4735,96.4764
1222,Zay,Ethiopia,Severely endangered,1000,8.0728,38.8476
1223,Zenaga (Western Sahara),Western Sahara,Critically endangered,1000,22.2687,-13.7109
1224,|Gui,Botswana,Vulnerable,1000,-21.8385,21.7858
1225,ǁAni,Botswana,Definitely endangered,1000,-18.6462,22.1319
1226,Buglé,Panama,Definitely endangered,993,8.5858,-82.3856
1227,Ka'apór,Brazil,Vulnerable,991,-2.8991,-46.3183
1228,Hadza,United Republic of Tanzania,Vulnerable,975,-3.401,35.3897
1229,Kunwinjku,Australia,Vulnerable,974,-12.1333,133.4014
1230,Bakairi,Brazil,Vulnerable,950,-14.4213,-54.0305
1231,Drubea,New Caledonia (France),Vulnerable,946,-22.0347,166.5527
1232,Namonuito,Micronesia (Federated States of),Severely endangered,944,8.6299,150.0128
1233,Hya,"Cameroon, Nigeria",Severely endangered,940,10.3311,13.5269
1234,Machineri (Brazil),Brazil,Vulnerable,937,-10.5742,-70.4882
1235,South Slavey,Canada,Definitely endangered,920,61.8154,-121.3346
1236,Wajãpi,Brazil,Vulnerable,905,0.747,-52.8442
1237,Mewahang,Nepal,Severely endangered,904,27.5441,87.1401
1238,Awapit,Ecuador,Severely endangered,900,1.0985,-78.706
1239,Chimila,Colombia,Severely endangered,900,10.0986,-73.894
1240,Kua,Botswana,Definitely endangered,900,-22.7106,26.4605
1241,Njalgulgule,Sudan,Severely endangered,900,8.4452,25.3015
1242,Pech,Honduras,Severely endangered,900,15.0819,-85.5552
1243,Rikbaktsa,Brazil,Severely endangered,900,-10.6174,-58.2714
1244,Caac,New Caledonia (France),Vulnerable,890,-20.3883,164.5614
1245,Inuinnaqtun,Canada,Definitely endangered,890,67.8443,-115.2742
1246,Voh-Koné dialects,New Caledonia (France),Definitely endangered,878,-20.9665,164.7866
1247,Kuna (Colombia),Colombia,Severely endangered,876,7.8633,-76.9042
1248,Dení,Brazil,Vulnerable,875,-6.5773,-68.1591
1249,Tarao,India,Critically endangered,870,24.297,93.4497
1250,Santa María del Mar Huave,Mexico,Severely endangered,862,16.2166,-94.85
1251,Nukuoro,Micronesia (Federated States of),Definitely endangered,860,3.8574,154.9786
1252,Mixtec of Santa Cruz Itundujia,Mexico,Definitely endangered,851,16.7666,-97.6
1253,"Zapotec of the Southern mountains, northeast",Mexico,Definitely endangered,849,16.2666,-96.2833
1254,Kumak,New Caledonia (France),Vulnerable,847,-20.1278,164.0259
1255,Pukapukan,Cook Islands,Definitely endangered,840,-10.871,-165.8441
1256,Lola,Indonesia,Vulnerable,830,-6.3316,134.8818
1257,Ashaninka (Brazil),Brazil,Vulnerable,813,-9.3786,-73.1414
1258,Ottawa (Canada),"Canada, United States of America",Severely endangered,810,46.1519,-82.2243
1259,Bati,Cameroon,Severely endangered,800,4.2012,10.7858
1260,Chorote Iyojwa'ja,"Argentina, Paraguay",Severely endangered,800,-24.287,-60.3808
1261,Eman,Cameroon,Severely endangered,800,6.0531,9.7338
1262,Isu,Cameroon,Severely endangered,800,4.0094,9.5745
1263,Jamamadí,Brazil,Vulnerable,800,-9.0424,-68.3789
1264,Javaé,Brazil,Definitely endangered,800,-11.1568,-50.4711
1265,Nubaca,Cameroon,Severely endangered,800,4.2971,10.7446
1266,Panasuan,Indonesia,Definitely endangered,800,-2.2516,119.5806
1267,Piaroa (Colombia),Colombia,Definitely endangered,800,4.0,-68.6666
1268,Taos,United States of America,Definitely endangered,800,36.4717,-105.5596
1269,Taulil,Papua New Guinea,Vulnerable,800,-4.5435,152.0397
1270,Tuyuca (Brazil),Brazil,Vulnerable,800,0.4394,-66.8847
1271,Kaike,Nepal,Definitely endangered,794,28.9642,82.9819
1272,Kildin Saami,Russian Federation,Severely endangered,787,68.0075,35.0079
1273,Ese eja,"Bolivia (Plurinational State of), Peru",Definitely endangered,782,-12.5867,-69.0161
1274,Central Cagayan Agta,Philippines,Vulnerable,779,17.9891,121.8603
1275,Mixtec of Santa Inés de Zaragoza,Mexico,Definitely endangered,775,17.2333,-97.1666
1276,Ocopetatillo Mazatec,Mexico,Vulnerable,757,18.1856,-96.9113
1277,Jaqaru,Peru,Severely endangered,750,-12.7488,-75.8248
1278,Waiwai (Suriname),Suriname,Critically endangered,750,2.1528,-56.206
1279,Laal,Chad,Critically endangered,749,9.9607,17.6083
1280,Ulcha,Russian Federation,Critically endangered,732,52.0457,140.4162
1281,Jawe,New Caledonia (France),Vulnerable,729,-20.4913,164.696
1282,Maslam,"Cameroon, Chad",Severely endangered,723,12.136,14.6914
1283,Nambiquara do Sul,Brazil,Vulnerable,721,-13.2506,-59.5404
1284,North Slavey,Canada,Definitely endangered,720,65.2161,-123.4362
1285,Gitksan,Canada,Severely endangered,710,55.355,-127.6828
1286,A'ingae / Cofan (Ecuador),Ecuador,Definitely endangered,700,0.0659,-76.7065
1287,Animere,Ghana,Critically endangered,700,7.6129,0.4064
1288,Batek,Malaysia,Critically endangered,700,4.6695,102.5051
1289,Enggano,Indonesia,Vulnerable,700,-5.4191,102.2717
1290,Indri,Sudan,Severely endangered,700,8.4397,25.5926
1291,Kalaw Lagaw Ya,Australia,Definitely endangered,700,-10.0828,142.1081
1292,Lakon,Vanuatu,Vulnerable,700,-14.251,167.422
1293,Mok (China),China,Definitely endangered,700,21.5158,100.221
1294,Ngaanyatjarra,Australia,Vulnerable,700,-26.037,124.541
1295,Ngatikese Men's Creole,Micronesia (Federated States of),Definitely endangered,700,5.8305,157.2308
1296,Piratapuya (Brazil),Brazil,Severely endangered,700,0.5712,-66.7089
1297,Mountain Guarijío,Mexico,Vulnerable,696,27.8758,-108.553
1298,Nivkh (Sakhalin),Russian Federation,Severely endangered,688,51.7814,143.1628
1299,Krikati,Brazil,Vulnerable,682,-5.8674,-46.7468
1300,Dakota,Canada,Definitely endangered,675,49.8461,-100.5035
1301,Carrier,Canada,Severely endangered,660,54.2395,-125.7621
1302,Matlatzinca,Mexico,Definitely endangered,651,19.0479,-100.2197
1303,Kasanga,Guinea-Bissau,Critically endangered,650,12.2702,-16.1553
1304,Wanano / Kotiria (Brazil),Brazil,Vulnerable,650,0.6152,-67.5
1305,Central Popoloc,Mexico,Severely endangered,641,18.5842,-97.9295
1306,Eastern Ojibwe,Canada,Severely endangered,620,44.8381,-80.1983
1307,River Guarijío,Mexico,Vulnerable,617,27.5196,-109.2525
1308,Yuhup (Brazil),Brazil,Vulnerable,617,-1.0546,-69.3896
1309,Ocoyoacac Otomí,Mexico,Severely endangered,609,19.2716,-99.4613
1310,Akum,"Cameroon, Nigeria",Critically endangered,600,6.73,9.9316
1311,Blablanga,Solomon Islands,Definitely endangered,600,-8.206,159.4638
1312,Bubia,Cameroon,Severely endangered,600,4.0204,9.2037
1313,Chickasaw,United States of America,Severely endangered,600,34.6,-96.8161
1314,Desano (Brazil),Brazil,Definitely endangered,600,0.0878,-67.9394
1315,Faetar,Italy,Definitely endangered,600,41.3265,15.1721
1316,Hixkaryána,Brazil,Vulnerable,600,-0.5493,-58.5131
1317,Hoava,Solomon Islands,Vulnerable,600,-8.1883,157.6036
1318,Hodi,Venezuela (Bolivarian Republic of),Vulnerable,600,6.075,-65.6323
1319,Iñapari,Peru,Critically endangered,600,-12.0822,-69.7412
1320,Koke,Chad,Severely endangered,600,10.8575,18.1315
1321,Kowiai,Indonesia,Vulnerable,600,-3.9437,134.0881
1322,Kuikuro,Brazil,Vulnerable,600,-12.35,-53.21
1323,Laiyolo,Indonesia,Definitely endangered,600,-6.3862,120.4733
1324,Mo'da,Sudan,Critically endangered,600,6.5008,29.9377
1325,Northern Selkup,Russian Federation,Severely endangered,600,65.7035,82.4441
1326,Penrhyn,Cook Islands,Severely endangered,600,-9.0153,-158.0218
1327,Pintupi,Australia,Vulnerable,600,-22.8882,128.3203
1328,Piratapuya (Colombia),Colombia,Critically endangered,600,0.8333,-69.5
1329,Siona / Secoya (Ecuador),Ecuador,Severely endangered,600,-0.0659,-76.3989
1330,Sonsorol,Palau,Severely endangered,600,7.4278,134.5495
1331,Teanu,Solomon Islands,Definitely endangered,600,-11.6219,166.9633
1332,Yaminahua (Brazil),Brazil,Vulnerable,600,-10.6606,-69.6972
1333,Andoke,Colombia,Severely endangered,597,-0.769,-72.2351
1334,Southern Tlapanec,Mexico,Severely endangered,592,16.7325,-98.6034
1335,Orowe,New Caledonia (France),Definitely endangered,587,-21.4223,165.4678
1336,Mosetén,Bolivia (Plurinational State of),Severely endangered,585,-15.4113,-67.5
1337,Chatong,Lao People's Democratic Republic,Definitely endangered,580,15.65,107.1166
1338,Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),Definitely endangered,580,-29.0225,167.9425
1339,Nunatsiavummiutut,Canada,Definitely endangered,575,56.532,-61.7408
1340,Shuswap,Canada,Definitely endangered,570,51.7886,-122.2286
1341,Xaragure,New Caledonia (France),Vulnerable,566,-21.8054,166.4964
1342,Tapirapé,Brazil,Vulnerable,564,-10.6606,-50.4602
1343,Lacandón,Mexico,Critically endangered,563,16.706,-91.0641
1344,Zapotec of Zimatlán de Álvarez,Mexico,Definitely endangered,562,16.8666,-96.7833
1345,Chilcotin,Canada,Definitely endangered,560,52.031,-123.1678
